8 de enero 2020,16,11,0 mm,Parcialmente nublado,6 Km/h,Málaga
8 de enero 2019,16,11,0 mm,Despejado,7 Km/h,Málaga
9 de enero 2023,20,14,"0,2 mm",Parcialmente nublado,15 Km/h,Málaga
9 de enero 2022,20,10,0 mm,Despejado,18 Km/h,Málaga
9 de enero 2021,12,9,"23,7 mm",Lluvia moderada a intervalos,20 Km/h,Málaga
9 de enero 2020,14,10,"0,1 mm",Lluvia moderada a intervalos,7 Km/h,Málaga
9 de enero 2019,17,10,0 mm,Despejado,13 Km/h,Málaga
10 de enero 2023,20,14,0 mm,Despejado,13 Km/h,Málaga
10 de enero 2022,19,11,0 mm,Despejado,20 Km/h,Málaga
10 de enero 2021,10,6,"6,1 mm",Lluvia moderada a intervalos,8 Km/h,Málaga
10 de enero 2020,16,10,0 mm,Parcialmente nublado,12 Km/h,Málaga
10 de enero 2019,15,11,"0,1 mm",Parcialmente nublado,14 Km/h,Málaga
11 de enero 2023,20,12,0 mm,Despejado,20 Km/h,Málaga
11 de enero 2022,16,13,"0,1 mm",Nublado,14 Km/h,Málaga
11 de enero 2021,11,6,"1,3 mm",Llovizna,15 Km/h,Málaga
11 de enero 2020,15,10,"0,1 mm",Parcialmente nublado,9 Km/h,Málaga
11 de enero 2019,12,10,"0,7 mm",Ligeras precipitaciones,13 Km/h,Málaga
12 de enero 2023,17,12,0 mm,Nublado,14 Km/h,Málaga
12 de enero 2022,14,12,"0,9 mm",Ligeras precipitaciones,20 Km/h,Málaga
12 de enero 2021,14,8,0 mm,Despejado,8 Km/h,Málaga
12 de enero 2020,15,10,"0,2 mm",Lluvia moderada a intervalos,6 Km/h,Málaga
12 de enero 2019,12,10,0 mm,Parcialmente nublado,11 Km/h,Málaga
13 de enero 2023,18,12,0 mm,Parcialmente nublado,7 Km/h,Málaga
13 de enero 2022,14,10,0 mm,Parcialmente nublado,31 Km/h,Málaga
13 de enero 2021,14,8,0 mm,Parcialmente nublado,11 Km/h,Málaga
13 de enero 2020,14,11,0 mm,Cielo cubierto,6 Km/h,Málaga
13 de enero 2019,16,10,0 mm,Despejado,7 Km/h,Málaga
14 de enero 2023,18,11,0 mm,Despejado,6 Km/h,Málaga
14 de enero 2022,15,10,"0,1 mm",Parcialmente nublado,30 Km/h,Málaga
14 de enero 2021,14,8,0 mm,Parcialmente nublado,15 Km/h,Málaga
14 de enero 2020,14,9,0 mm,Cielo cubierto,11 Km/h,Málaga
14 de enero 2019,17,11,0 mm,Despejado,11 Km/h,Málaga
15 de enero 2023,19,12,"0,1 mm",Parcialmente nublado,21 Km/h,Málaga
15 de enero 2022,13,10,"0,5 mm",Lluvia moderada a intervalos,13 Km/h,Málaga
15 de enero 2021,14,7,0 mm,Parcialmente nublado,14 Km/h,Málaga
15 de enero 2020,17,10,0 mm,Nublado,11 Km/h,Málaga
15 de enero 2019,15,12,0 mm,Parcialmente nublado,11 Km/h,Málaga
16 de enero 2022,14,8,0 mm,Despejado,6 Km/h,Málaga
16 de enero 2021,16,8,0 mm,Parcialmente nublado,13 Km/h,Málaga
16 de enero 2020,17,11,0 mm,Cielo cubierto,6 Km/h,Málaga
16 de enero 2019,14,11,0 mm,Cielo cubierto,7 Km/h,Málaga
17 de enero 2023,18,11,"0,1 mm",Lluvia moderada a intervalos,28 Km/h,Málaga
17 de enero 2022,14,8,0 mm,Despejado,10 Km/h,Málaga
17 de enero 2021,17,11,0 mm,Parcialmente nublado,6 Km/h,Málaga
17 de enero 2020,17,11,0 mm,Parcialmente nublado,11 Km/h,Málaga
17 de enero 2019,14,10,0 mm,Parcialmente nublado,11 Km/h,Málaga
18 de enero 2023,12,9,"0,5 mm",Ligeras precipitaciones,32 Km/h,Málaga
18 de enero 2022,16,8,0 mm,Despejado,11 Km/h,Málaga
18 de enero 2021,17,12,0 mm,Parcialmente nublado,6 Km/h,Málaga
18 de enero 2020,14,12,"1,5 mm",Llovizna,8 Km/h,Málaga
18 de enero 2019,13,9,0 mm,Parcialmente nublado,12 Km/h,Málaga
19 de enero 2023,15,6,0 mm,Despejado,22 Km/h,Málaga
19 de enero 2022,14,8,0 mm,Parcialmente nublado,7 Km/h,Málaga
19 de enero 2021,15,10,0 mm,Parcialmente nublado,6 Km/h,Málaga
19 de enero 2020,12,9,0 mm,Cielo cubierto,34 Km/h,Málaga
19 de enero 2019,14,10,"0,4 mm",Llovizna,11 Km/h,Málaga
20 de enero 2023,16,8,0 mm,Parcialmente nublado,20 Km/h,Málaga
20 de enero 2022,14,8,0 mm,Parcialmente nublado,10 Km/h,Málaga
20 de enero 2021,12,6,"18,7 mm",Lluvia moderada,16 Km/h,Málaga
20 de enero 2020,10,5,"1,1 mm",Llovizna,25 Km/h,Málaga
20 de enero 2019,14,12,"4,9 mm",Ligeras precipitaciones,22 Km/h,Málaga
21 de enero 2023,17,10,0 mm,Despejado,14 Km/h,Málaga
21 de enero 2022,14,8,0 mm,Parcialmente nublado,7 Km/h,Málaga
21 de enero 2021,16,8,"0,8 mm",Parcialmente nublado,13 Km/h,Málaga
21 de enero 2020,12,9,"1,3 mm",Cielo cubierto,11 Km/h,Málaga
21 de enero 2019,14,9,0 mm,Despejado,17 Km/h,Málaga
22 de enero 2023,15,8,"0,1 mm",Despejado,13 Km/h,Málaga
22 de enero 2022,14,10,0 mm,Cielo cubierto,23 Km/h,Málaga
22 de enero 2021,16,12,"2,2 mm",Ligeras lluvias,25 Km/h,Málaga
22 de enero 2020,13,11,"16,4 mm",Lluvias fuertes o moderadas,21 Km/h,Málaga
22 de enero 2019,13,9,0 mm,Parcialmente nublado,18 Km/h,Málaga
23 de enero 2023,13,6,0 mm,Despejado,13 Km/h,Málaga
23 de enero 2022,13,10,0 mm,Nublado,16 Km/h,Málaga
23 de enero 2021,15,10,0 mm,Nublado,16 Km/h,Málaga
23 de enero 2020,14,9,"6,4 mm",Ligeras precipitaciones,20 Km/h,Málaga
23 de enero 2019,13,10,"0,5 mm",Llovizna,21 Km/h,Málaga
24 de enero 2023,12,7,0 mm,Cielo cubierto,10 Km/h,Málaga
24 de enero 2022,13,11,0 mm,Cielo cubierto,16 Km/h,Málaga
24 de enero 2021,17,13,"3,2 mm",Ligeras precipitaciones,19 Km/h,Málaga
24 de enero 2020,15,12,"8,9 mm",Ligeras precipitaciones,19 Km/h,Málaga
24 de enero 2019,16,12,"0,3 mm",Lluvia moderada a intervalos,19 Km/h,Málaga
25 de enero 2023,12,7,"0,1 mm",Nublado,8 Km/h,Málaga
25 de enero 2022,16,10,"0,1 mm",Parcialmente nublado,25 Km/h,Málaga
25 de enero 2021,16,13,"0,4 mm",Llovizna a intervalos,15 Km/h,Málaga
25 de enero 2020,12,11,"30,1 mm",Lluvias con tormenta fuertes o moderadas en la región,7 Km/h,Málaga
25 de enero 2019,19,13,0 mm,Despejado,16 Km/h,Málaga
26 de enero 2023,14,6,0 mm,Cielo cubierto,21 Km/h,Málaga
26 de enero 2022,17,11,0 mm,Parcialmente nublado,36 Km/h,Málaga
26 de enero 2021,17,12,"0,1 mm",Lluvia moderada a intervalos,14 Km/h,Málaga
26 de enero 2020,15,10,"0,3 mm",Parcialmente nublado,14 Km/h,Málaga
26 de enero 2019,18,13,0 mm,Despejado,10 Km/h,Málaga
27 de enero 2023,15,6,0 mm,Despejado,23 Km/h,Málaga
27 de enero 2022,14,12,"0,5 mm",Lluvia moderada a intervalos,28 Km/h,Málaga
27 de enero 2021,20,14,0 mm,Parcialmente nublado,15 Km/h,Málaga
27 de enero 2020,15,9,0 mm,Parcialmente nublado,14 Km/h,Málaga
27 de enero 2019,16,11,0 mm,Parcialmente nublado,18 Km/h,Málaga
28 de enero 2023,11,4,"0,1 mm",Lluvia moderada a intervalos,23 Km/h,Málaga
28 de enero 2022,16,10,0 mm,Nublado,28 Km/h,Málaga
28 de enero 2021,20,14,0 mm,Nublado,8 Km/h,Málaga
28 de enero 2020,17,10,0 mm,Parcialmente nublado,13 Km/h,Málaga
28 de enero 2019,14,9,0 mm,Despejado,19 Km/h,Málaga
29 de enero 2023,10,7,"0,2 mm",Lluvia moderada a intervalos,9 Km/h,Málaga
29 de enero 2022,18,11,0 mm,Despejado,17 Km/h,Málaga
29 de enero 2021,20,14,0 mm,Parcialmente nublado,13 Km/h,Málaga
29 de enero 2020,18,12,0 mm,Parcialmente nublado,9 Km/h,Málaga
29 de enero 2019,14,11,"0,1 mm",Parcialmente nublado,21 Km/h,Málaga
30 de enero 2023,14,8,"0,2 mm",Lluvia moderada a intervalos,16 Km/h,Málaga
30 de enero 2022,18,11,0 mm,Despejado,10 Km/h,Málaga
30 de enero 2021,17,12,"0,1 mm",Lluvia moderada a intervalos,27 Km/h,Málaga
30 de enero 2020,19,13,0 mm,Cielo cubierto,13 Km/h,Málaga
30 de enero 2019,16,11,"0,1 mm",Parcialmente nublado,16 Km/h,Málaga
31 de enero 2023,15,7,0 mm,Despejado,9 Km/h,Málaga
31 de enero 2022,23,11,0 mm,Parcialmente nublado,15 Km/h,Málaga
31 de enero 2021,16,11,0 mm,Cielo cubierto,24 Km/h,Málaga
31 de enero 2020,19,12,0 mm,Parcialmente nublado,15 Km/h,Málaga
31 de enero 2019,15,13,"1,1 mm",Lluvia moderada a intervalos,16 Km/h,Málaga
1 de febrero 2023,16,8,0 mm,Despejado,6 Km/h,Málaga
1 de febrero 2022,19,11,0 mm,Parcialmente nublado,18 Km/h,Málaga
1 de febrero 2021,17,14,"0,1 mm",Lluvia moderada a intervalos,17 Km/h,Málaga
1 de febrero 2020,20,13,0 mm,Parcialmente nublado,16 Km/h,Málaga
1 de febrero 2019,14,11,"16,7 mm",Fuertes lluvias,31 Km/h,Málaga
2 de febrero 2022,18,10,0 mm,Despejado,7 Km/h,Málaga
2 de febrero 2021,21,12,0 mm,Parcialmente nublado,16 Km/h,Málaga
2 de febrero 2020,20,14,0 mm,Parcialmente nublado,7 Km/h,Málaga
2 de febrero 2019,12,9,0 mm,Parcialmente nublado,37 Km/h,Málaga
3 de febrero 2023,16,9,0 mm,Despejado,9 Km/h,Málaga
3 de febrero 2022,21,12,0 mm,Cielo cubierto,11 Km/h,Málaga
3 de febrero 2021,18,12,0 mm,Cielo cubierto,13 Km/h,Málaga
3 de febrero 2020,22,15,0 mm,Parcialmente nublado,5 Km/h,Málaga
3 de febrero 2019,13,7,0 mm,Despejado,19 Km/h,Málaga
4 de febrero 2023,15,9,0 mm,Nublado,9 Km/h,Málaga
4 de febrero 2022,20,13,0 mm,Nublado,14 Km/h,Málaga
4 de febrero 2021,17,13,0 mm,Parcialmente nublado,8 Km/h,Málaga
4 de febrero 2020,22,15,0 mm,Despejado,7 Km/h,Málaga
4 de febrero 2019,15,8,0 mm,Despejado,18 Km/h,Málaga
5 de febrero 2023,16,10,0 mm,Parcialmente nublado,12 Km/h,Málaga
5 de febrero 2022,17,13,0 mm,Cielo cubierto,11 Km/h,Málaga
5 de febrero 2021,16,12,"1,5 mm",Intervalos de lluvias ligeras con tomenta en la región,23 Km/h,Málaga
5 de febrero 2020,16,13,0 mm,Despejado,15 Km/h,Málaga
5 de febrero 2019,16,11,0 mm,Despejado,6 Km/h,Málaga
6 de febrero 2023,20,9,0 mm,Despejado,16 Km/h,Málaga
6 de febrero 2022,17,12,0 mm,Parcialmente nublado,10 Km/h,Málaga
6 de febrero 2021,15,10,"1,7 mm",Lluvia moderada a intervalos,18 Km/h,Málaga
6 de febrero 2020,15,11,0 mm,Parcialmente nublado,13 Km/h,Málaga
6 de febrero 2019,17,12,0 mm,Despejado,6 Km/h,Málaga
7 de febrero 2023,11,10,"3,3 mm",Ligeras precipitaciones,24 Km/h,Málaga
7 de febrero 2022,17,11,0 mm,Despejado,9 Km/h,Málaga
7 de febrero 2021,14,9,"0,3 mm",Nublado,21 Km/h,Málaga
7 de febrero 2020,16,11,0 mm,Nublado,8 Km/h,Málaga
7 de febrero 2019,18,12,0 mm,Despejado,8 Km/h,Málaga
8 de febrero 2023,12,8,"23,2 mm",Ligeras precipitaciones,24 Km/h,Málaga
8 de febrero 2022,17,11,0 mm,Parcialmente nublado,17 Km/h,Málaga
8 de febrero 2021,16,11,"16,8 mm",Lluvias con tormenta fuertes o moderadas en la región,25 Km/h,Málaga
8 de febrero 2020,17,12,"0,2 mm",Lluvia moderada a intervalos,14 Km/h,Málaga
8 de febrero 2019,18,13,0 mm,Despejado,10 Km/h,Málaga
9 de febrero 2023,14,10,"0,2 mm",Lluvia moderada a intervalos,23 Km/h,Málaga
9 de febrero 2022,17,11,0 mm,Nublado,15 Km/h,Málaga
9 de febrero 2021,15,11,1 mm,Ligeras precipitaciones,16 Km/h,Málaga
9 de febrero 2020,18,12,0 mm,Parcialmente nublado,13 Km/h,Málaga
9 de febrero 2019,17,12,0 mm,Despejado,8 Km/h,Málaga
10 de febrero 2023,14,11,"0,2 mm",Nublado,44 Km/h,Málaga
10 de febrero 2022,15,10,0 mm,Nublado,8 Km/h,Málaga
10 de febrero 2021,17,12,2 mm,Lluvia moderada a intervalos,18 Km/h,Málaga
10 de febrero 2020,20,14,0 mm,Parcialmente nublado,6 Km/h,Málaga
10 de febrero 2019,15,11,0 mm,Cielo cubierto,15 Km/h,Málaga
11 de febrero 2023,15,9,0 mm,Despejado,40 Km/h,Málaga
11 de febrero 2022,17,11,0 mm,Cielo cubierto,8 Km/h,Málaga
11 de febrero 2021,19,13,0 mm,Parcialmente nublado,11 Km/h,Málaga
11 de febrero 2020,20,13,0 mm,Parcialmente nublado,10 Km/h,Málaga
11 de febrero 2019,18,12,0 mm,Despejado,15 Km/h,Málaga
12 de febrero 2023,15,9,0 mm,Parcialmente nublado,27 Km/h,Málaga
12 de febrero 2022,16,11,0 mm,Nublado,7 Km/h,Málaga
12 de febrero 2021,18,13,0 mm,Nublado,15 Km/h,Málaga
12 de febrero 2020,19,14,0 mm,Parcialmente nublado,12 Km/h,Málaga
12 de febrero 2019,14,12,"0,5 mm",Llovizna,15 Km/h,Málaga
13 de febrero 2023,17,10,0 mm,Despejado,30 Km/h,Málaga
13 de febrero 2022,16,10,0 mm,Parcialmente nublado,9 Km/h,Málaga
13 de febrero 2021,19,12,0 mm,Parcialmente nublado,18 Km/h,Málaga
13 de febrero 2020,18,14,0 mm,Parcialmente nublado,13 Km/h,Málaga
13 de febrero 2019,14,10,0 mm,Despejado,11 Km/h,Málaga
14 de febrero 2023,15,11,0 mm,Cielo cubierto,32 Km/h,Málaga
14 de febrero 2022,18,11,0 mm,Parcialmente nublado,27 Km/h,Málaga
14 de febrero 2021,17,13,0 mm,Parcialmente nublado,15 Km/h,Málaga
14 de febrero 2020,19,13,0 mm,Despejado,10 Km/h,Málaga
14 de febrero 2019,14,10,0 mm,Despejado,10 Km/h,Málaga
15 de febrero 2023,16,13,0 mm,Nublado,30 Km/h,Málaga
15 de febrero 2022,17,9,0 mm,Parcialmente nublado,19 Km/h,Málaga
15 de febrero 2021,15,12,0 mm,Parcialmente nublado,26 Km/h,Málaga
15 de febrero 2020,19,13,0 mm,Parcialmente nublado,7 Km/h,Málaga
15 de febrero 2019,14,9,0 mm,Parcialmente nublado,10 Km/h,Málaga
16 de febrero 2023,17,12,0 mm,Parcialmente nublado,24 Km/h,Málaga
16 de febrero 2022,21,9,0 mm,Despejado,15 Km/h,Málaga
16 de febrero 2021,17,12,0 mm,Parcialmente nublado,9 Km/h,Málaga
16 de febrero 2020,20,15,0 mm,Despejado,7 Km/h,Málaga
16 de febrero 2019,15,10,0 mm,Cielo cubierto,16 Km/h,Málaga
17 de febrero 2023,17,12,0 mm,Nublado,35 Km/h,Málaga
17 de febrero 2022,19,11,0 mm,Despejado,12 Km/h,Málaga
17 de febrero 2021,19,13,0 mm,Despejado,5 Km/h,Málaga
17 de febrero 2020,20,14,0 mm,Despejado,20 Km/h,Málaga
17 de febrero 2019,15,10,0 mm,Despejado,7 Km/h,Málaga
18 de febrero 2023,18,13,0 mm,Parcialmente nublado,19 Km/h,Málaga
18 de febrero 2022,19,11,0 mm,Cielo cubierto,10 Km/h,Málaga
18 de febrero 2021,19,14,0 mm,Parcialmente nublado,9 Km/h,Málaga
18 de febrero 2020,17,15,"0,5 mm",Parcialmente nublado,16 Km/h,Málaga
18 de febrero 2019,15,10,0 mm,Nublado,9 Km/h,Málaga
19 de febrero 2023,18,11,0 mm,Parcialmente nublado,15 Km/h,Málaga
19 de febrero 2022,19,13,0 mm,Cielo cubierto,18 Km/h,Málaga
19 de febrero 2021,19,13,0 mm,Parcialmente nublado,9 Km/h,Málaga
19 de febrero 2020,15,13,"1,8 mm",Ligeras precipitaciones,18 Km/h,Málaga
19 de febrero 2019,15,11,"0,1 mm",Parcialmente nublado,9 Km/h,Málaga
20 de febrero 2023,18,11,0 mm,Despejado,11 Km/h,Málaga
20 de febrero 2022,16,12,"1,2 mm",Ligeras precipitaciones,15 Km/h,Málaga
20 de febrero 2021,17,11,0 mm,Cielo cubierto,9 Km/h,Málaga
20 de febrero 2020,15,12,"0,2 mm",Lluvia moderada a intervalos,12 Km/h,Málaga
20 de febrero 2019,14,10,0 mm,Despejado,10 Km/h,Málaga
21 de febrero 2023,18,12,0 mm,Despejado,8 Km/h,Málaga
21 de febrero 2022,17,11,0 mm,Despejado,8 Km/h,Málaga
21 de febrero 2021,14,11,"3,1 mm",Ligeras precipitaciones,24 Km/h,Málaga
21 de febrero 2020,16,10,0 mm,Parcialmente nublado,11 Km/h,Málaga
21 de febrero 2019,14,10,0 mm,Parcialmente nublado,11 Km/h,Málaga
22 de febrero 2023,22,12,0 mm,Despejado,10 Km/h,Málaga
22 de febrero 2022,20,12,0 mm,Despejado,9 Km/h,Málaga
22 de febrero 2021,14,8,"0,8 mm",Lluvia moderada a intervalos,18 Km/h,Málaga
22 de febrero 2020,17,12,0 mm,Parcialmente nublado,10 Km/h,Málaga
22 de febrero 2019,17,11,0 mm,Despejado,7 Km/h,Málaga
23 de febrero 2023,19,11,0 mm,Parcialmente nublado,26 Km/h,Málaga
23 de febrero 2022,17,13,0 mm,Cielo cubierto,8 Km/h,Málaga
23 de febrero 2021,15,9,0 mm,Parcialmente nublado,15 Km/h,Málaga
23 de febrero 2020,17,12,0 mm,Parcialmente nublado,11 Km/h,Málaga
23 de febrero 2019,18,10,0 mm,Cielo cubierto,9 Km/h,Málaga
24 de febrero 2023,15,7,0 mm,Cielo cubierto,20 Km/h,Málaga
24 de febrero 2022,17,12,0 mm,Cielo cubierto,9 Km/h,Málaga
24 de febrero 2021,15,12,"0,6 mm",Lluvia moderada a intervalos,32 Km/h,Málaga
24 de febrero 2020,20,12,0 mm,Parcialmente nublado,10 Km/h,Málaga
24 de febrero 2019,16,12,0 mm,Cielo cubierto,15 Km/h,Málaga
25 de febrero 2023,15,7,"0,5 mm",Ligeras precipitaciones,15 Km/h,Málaga
25 de febrero 2022,16,12,"0,7 mm",Ligeras precipitaciones,18 Km/h,Málaga
25 de febrero 2021,16,12,0 mm,Parcialmente nublado,20 Km/h,Málaga
25 de febrero 2020,20,13,0 mm,Parcialmente nublado,18 Km/h,Málaga
25 de febrero 2019,14,11,"0,1 mm",Nublado,14 Km/h,Málaga
26 de febrero 2023,11,9,"3,9 mm",Ligeras lluvias,15 Km/h,Málaga
26 de febrero 2022,14,12,"2,5 mm",Ligeras precipitaciones,23 Km/h,Málaga
26 de febrero 2021,16,12,0 mm,Parcialmente nublado,10 Km/h,Málaga
26 de febrero 2020,19,13,0 mm,Parcialmente nublado,16 Km/h,Málaga
26 de febrero 2019,16,10,0 mm,Despejado,10 Km/h,Málaga
27 de febrero 2023,16,9,0 mm,Despejado,23 Km/h,Málaga
27 de febrero 2022,13,12,0 mm,Cielo cubierto,14 Km/h,Málaga
27 de febrero 2021,15,12,0 mm,Parcialmente nublado,12 Km/h,Málaga
27 de febrero 2020,19,14,0 mm,Parcialmente nublado,10 Km/h,Málaga
27 de febrero 2019,19,12,0 mm,Despejado,6 Km/h,Málaga
28 de febrero 2023,16,8,0 mm,Despejado,10 Km/h,Málaga
28 de febrero 2022,15,11,"0,2 mm",Lluvia moderada a intervalos,20 Km/h,Málaga
28 de febrero 2021,16,11,0 mm,Parcialmente nublado,10 Km/h,Málaga
28 de febrero 2020,19,13,0 mm,Cielo cubierto,15 Km/h,Málaga
28 de febrero 2019,19,12,0 mm,Despejado,9 Km/h,Málaga
1 de marzo 2023,16,8,0 mm,Parcialmente nublado,13 Km/h,Málaga
1 de marzo 2022,18,10,0 mm,Parcialmente nublado,11 Km/h,Málaga
1 de marzo 2021,17,12,"1,1 mm",Lluvia moderada a intervalos,9 Km/h,Málaga
1 de marzo 2020,18,13,0 mm,Nublado,15 Km/h,Málaga
1 de marzo 2019,18,12,0 mm,Cielo cubierto,11 Km/h,Málaga
2 de marzo 2023,18,7,0 mm,Parcialmente nublado,17 Km/h,Málaga
2 de marzo 2022,17,10,0 mm,Despejado,9 Km/h,Málaga
2 de marzo 2021,17,13,"0,3 mm",Parcialmente nublado,10 Km/h,Málaga
2 de marzo 2020,18,14,"0,4 mm",Lluvia moderada a intervalos,25 Km/h,Málaga
2 de marzo 2019,18,12,0 mm,Despejado,13 Km/h,Málaga
3 de marzo 2023,16,7,0 mm,Parcialmente nublado,10 Km/h,Málaga
3 de marzo 2022,18,13,"0,8 mm",Llovizna,26 Km/h,Málaga
3 de marzo 2021,15,13,"0,4 mm",Lluvia moderada a intervalos,15 Km/h,Málaga
3 de marzo 2020,18,11,0 mm,Parcialmente nublado,19 Km/h,Málaga
3 de marzo 2019,20,13,0 mm,Despejado,7 Km/h,Málaga
4 de marzo 2023,14,9,0 mm,Cielo cubierto,13 Km/h,Málaga
4 de marzo 2022,16,9,"0,1 mm",Lluvia moderada a intervalos,36 Km/h,Málaga
4 de marzo 2021,14,13,"1,2 mm",Ligeras precipitaciones,22 Km/h,Málaga
4 de marzo 2020,21,14,0 mm,Parcialmente nublado,15 Km/h,Málaga
4 de marzo 2019,18,12,0 mm,Despejado,11 Km/h,Málaga
5 de marzo 2023,15,9,0 mm,Despejado,7 Km/h,Málaga
5 de marzo 2022,18,9,0 mm,Parcialmente nublado,18 Km/h,Málaga
5 de marzo 2021,13,11,14 mm,Lluvia moderada,24 Km/h,Málaga
5 de marzo 2020,19,12,0 mm,Cielo cubierto,20 Km/h,Málaga
5 de marzo 2019,18,13,"0,2 mm",Parcialmente nublado,11 Km/h,Málaga
6 de marzo 2023,17,12,"0,7 mm",Lluvia moderada a intervalos,11 Km/h,Málaga
6 de marzo 2022,15,9,"0,2 mm",Lluvia moderada a intervalos,13 Km/h,Málaga
6 de marzo 2021,15,12,"1,3 mm",Llovizna a intervalos,10 Km/h,Málaga
6 de marzo 2020,16,10,0 mm,Parcialmente nublado,27 Km/h,Málaga
6 de marzo 2019,15,11,"4,8 mm",Lluvias fuertes o moderadas,22 Km/h,Málaga
7 de marzo 2023,20,12,"17,6 mm",Periodos de lluvia moderada,20 Km/h,Málaga
7 de marzo 2022,14,9,"0,6 mm",Ligeras precipitaciones,7 Km/h,Málaga
7 de marzo 2021,16,13,"10,6 mm",Lluvias con tormenta fuertes o moderadas en la región,11 Km/h,Málaga
7 de marzo 2020,16,9,0 mm,Parcialmente nublado,17 Km/h,Málaga
7 de marzo 2019,15,9,"0,1 mm",Parcialmente nublado,12 Km/h,Málaga
8 de marzo 2023,21,13,0 mm,Parcialmente nublado,15 Km/h,Málaga
8 de marzo 2022,18,9,"0,1 mm",Lluvia moderada a intervalos,18 Km/h,Málaga
8 de marzo 2021,17,12,"1,2 mm",Periodos de lluvia moderada,17 Km/h,Málaga
8 de marzo 2020,20,12,0 mm,Despejado,9 Km/h,Málaga
8 de marzo 2019,16,9,"1,2 mm",Ligeras precipitaciones,10 Km/h,Málaga
9 de marzo 2023,20,12,0 mm,Nublado,23 Km/h,Málaga
9 de marzo 2022,17,10,0 mm,Cielo cubierto,22 Km/h,Málaga
9 de marzo 2021,15,11,"2,7 mm",Lluvia moderada a intervalos,13 Km/h,Málaga
9 de marzo 2020,21,13,0 mm,Parcialmente nublado,14 Km/h,Málaga
9 de marzo 2019,17,10,0 mm,Despejado,10 Km/h,Málaga
10 de marzo 2023,24,12,0 mm,Parcialmente nublado,18 Km/h,Málaga
10 de marzo 2022,18,11,0 mm,Despejado,11 Km/h,Málaga
10 de marzo 2021,16,11,"0,1 mm",Parcialmente nublado,9 Km/h,Málaga
10 de marzo 2020,19,14,0 mm,Parcialmente nublado,13 Km/h,Málaga
10 de marzo 2019,19,11,0 mm,Despejado,9 Km/h,Málaga
11 de marzo 2023,25,13,0 mm,Parcialmente nublado,19 Km/h,Málaga
11 de marzo 2022,16,10,"0,7 mm",Nublado,10 Km/h,Málaga
11 de marzo 2021,18,13,0 mm,Parcialmente nublado,8 Km/h,Málaga
